language,pegon,latin
Sunda,بَرَوْؼَا,baroga
Sunda,هِجِيْ,hiji
Sunda,ڠَدَامࣤلْ,ṅadaměl
Sunda,ۑَأࣤيْتَ,ñaěita
Sunda,مَنُوْسَ,manusa
Sunda,مُڠْؼَارَانْ,muṅgaran
Sunda,كَارُوْهُنْنَا,karuhunna
Sunda,سَكَابَيْهْ,sakabeh
Sunda,دَامࣤلْنَا,damělna
Sunda,تَنࣤهْ,taněh
Sunda,وَبَدَأَ,wabadaa
Sunda,خَلْقَ,ḵalqa
Sunda,الْإِنْسَانِ,al-insani
Sunda,طِيْنٍ,ṯinin
Sunda,هَرْتَوْسْنَا,hartosna
Sunda,ڠَامِيْمِيْتِيَانْ,ṅamimitian
Sunda,مَنُوْسَا,manusa
Sunda,تَيْهْ,teh
Sunda,تࣤأَچَنْنَا,těacanna
Sunda,اللهْ,allāh
Sunda,سَاكَابَيْهْ,sakabeh
Sunda,مَلَآئِكَةْ,malaāikat
Sunda,إِذْ,iḋ
Sunda,رَبُّكَ,rabbuka
Sunda,لِلْ,lil
Sunda,مَلَآئِكَةِ,malaāikati
Sunda,إِنِّيْ,inni
Sunda,جَاعِلٌ,ja'ilun
Sunda,فِي,pi
Sunda,الْأَرْضِ,al-arḏi
Sunda,خَلِيْفَةً,ḵalipatan
Sunda,فَڠَيْرَانْ,paṅeran
Sunda,ڠَدَوُهْ,ṅadawuh
Sunda,سَائِيسْتُوْنَا,saistuna
Sunda,كَامِيْ,kami
Sunda,رَيْكْ,rek
Sunda,ڠَايُوْؼَاكࣤنْ,ṅayugakěn
Sunda,بُوْمِيْ,bumi
Sunda,قَالُوْآ,qaluā
Sunda,أَتَجْعَلُ,ataj'alu
Sunda,فِيْهَا,piha
Sunda,يُفْسِدُ,yupsidu
Sunda,وَيَسْفِكُ,wayaspiku
Sunda,الدِّمَآءَ,ad-dimā`a
Sunda,نَحْنُ,naẖnu
Sunda,نُسَبِّحُ,nusabbiẖu
Sunda,بِحَمْدِكَ,biẖamdika
Sunda,وَنُقَدِّسُ,wanuqaddisu
Sunda,لَكَ,laka
Sunda,ڠَوَالَوْنْ,ṅawalon
Sunda,نَهَا,naha
Sunda,ؼࣤنِيڠْ,gěniṅ
Sunda,ؼُسْتِيْ,gusti
Sunda,ڠࣤرْسَاكࣤنْ,ṅěrsakěn
Sunda,ڠَيَوؼَاكࣤنْ,ṅayogakěn
Sunda,مَخْلُوقْ,maḵluq
Sunda,أَنُوْ,anu
Sunda,بَرِيسْ,baris
Sunda,نِمْبُولْكࣤنْ,nimbulkěn
Sunda,كَارُوْسَاكَنْ,karusakan
Sunda,ڠَوْچَوْرْكࣤنْ,ṅocorkěn
Sunda,ؼࣤتَيْهْ,gěteh
Sunda,فَدَحَالْ,padaẖal
Sunda,عَبْدِيْسَدَأَيَا,'abdisadaaya
Sunda,سَلَامِنَا,salamina
Sunda,ڠࣤمَهَا,ṅěmaha
Sunda,سُوْچِيْكࣤنْ,sucikěn
Sunda,مُوْجِيْ,muji
Sunda,ڠࣤمُلْيَاكࣤنْ,ṅěmulyakěn
Sunda,أَعْلَمُ,a'lamu
Sunda,تَعْلَمُوْنَ,ta'lamuna
Sunda,اَلله,allāh
Sunda,ڠࣤدَاوُهْ,ṅědawuh
Sunda,سَئَيْسْتُوْنَا,saestuna
Sunda,أُوْنِيْڠَا,uniṅa
Sunda,سَنِسْكَارَا,saniskara
Sunda,فِكَاۑَهَوْ,pikañao
Sunda,مَرَانَيْهْ,maraneh
Sunda,عَلَّمَ,'allama
Sunda,آدَمَ,ādama
Sunda,الْأَسْمَآءَ,al-asmā`a
Sunda,كُلَّهَا,kullaha
Sunda,ثُمَّ,ṫumma
Sunda,عَرَضَهُمْ,'araḏahum
Sunda,الْمَلَآئِكَةِ,al-malaāikati
Sunda,تُوْلُويْ,tului
Sunda,أَنْجࣤنَا,anjěna
Sunda,ڠَوُلَڠْكࣤنْ,ṅawulaṅkěn
Sunda,فࣤرْكَارَا,pěrkara
Sunda,ڠَرَنْ,ṅaran
Sunda,بَرَڠْ٢,baraṅ2
Sunda,سَاكُمْنَا,sakumna
Sunda,أࣤيْتَ,ěita
Sunda,أَنْجࣤنْنَا,anjěnna
Sunda,فِنْتَونْكࣤنْ,pintonkěn
Sunda,فَقَالَ,paqala
Sunda,أَنْبِؤُنِيْ,anbiuni
Sunda,بِأَسْمَآءِهٰؤُلَآءِ,biasmā`ihāulā`i
Sunda,إِنْ,in
Sunda,كُنْتُمْ,kuntum
Sunda,صَادِقِيْنَ,ṣadiqina
Sunda,سَرْتَا,sarta
Sunda,چِيڠْ,ciṅ
Sunda,بَيْجَاكࣤنْ,bejakěn
Sunda,أَيْتَ,eta
Sunda,أُوْفَمَا,upama
Sunda,أࣤۑَ,ěña
Sunda,بَالࣤنࣤرْ,balěněr
Sunda,قَالُوْا,qalu
Sunda,سُبْحَانَكَ,subẖanaka
Sunda,عِلْمَ,'ilma
Sunda,إِلَّا,illa
Sunda,عَلَّمْتَنَا,'allamtana
Sunda,إِنَّكَ,innaka
Sunda,أَنْتَ,anta
Sunda,الْعَلِيْمُ,al-'alimu
Sunda,الْحَكِيْمُ,al-ẖakimu
Sunda,ڠَاوَلَونْ,ṅawalon
Sunda,سُوْچِيْ,suci
Sunda,عَبْدِيْسَدَيَا,'abdisadaya
Sunda,نَؤَنْ,naon
Sunda,جَابِيْ,jabi
Sunda,تِيْ,ti
Sunda,فَرَنْتَوْسْ,parantos
Sunda,فَفَرِينْكࣤنْ,paparinkěn
Sunda,سَيࣤكْتَوسْنَا,sayěktosna
Sunda,ۑَؼُسْتِيْ,ñagusti
Sunda,وِيْجَكْسَانَ,wijaksana
Sunda,يَآ,yaā
Sunda,آدَمُ,ādamu
Sunda,أَنْبِئْهُمْ,anbi`hum
Sunda,بِأَسْمَآئِهِمْ,biasmāihim
Sunda,نِمْبَالَنْ,nimbalan
Sunda,بِيْجَاكࣤنْ,bijakěn
Sunda,مَانَيْهْ,maneh
Sunda,بَرَاڠْ٢,baraṅ2
Sunda,فَلَمَّا,palamma
Sunda,أَنْبَأَهُمْ,anbaahum
Sunda,أَلَمْ,alam
Sunda,أَقُلْ,aqul
Sunda,لَكُمْ,lakum
Sunda,غَيْبَ,ġaiba
Sunda,وَالْأَرْضِ,wal-arḏi
Sunda,تُبْدُوْنَ,tubduna
Sunda,تَكْتُمُوْنَ,taktumuna
Sunda,فࣤرࣤكْ,pěrěk
Sunda,نَتَأَنْ,nataan
Sunda,بَرَڠْ,baraṅ
Sunda,لَئِنْ,lain
Sunda,تَدِيْ,tadi
Sunda,ؼࣤسْ,gěs
Sunda,لࣤوِيهْ,lěwih
Sunda,سَانِيْسْكَارَا,saniskara
Sunda,رَاسِيهْ,rasih
Sunda,لَڠِيتْ,laṅit
Sunda,بُومِيْ,bumi
Sunda,سَانِيسْكَارَا,saniskara
Sunda,تَيمْبࣤرَكْكࣤنْ,temběrakkěn
Sunda,رَاسِيَهْكࣤنْ,rasiyahkěn
Sunda,وَإِذْ,waiḋ
Sunda,قُلْنَا,qulna
Sunda,لِلْمَلَآئِكَةِ,lilmalaāikati
Sunda,اسْجُدُوْا,asjudu
Sunda,لِآدَمَ,liādama
Sunda,فَسَجَدُوْا,pasajadu
Sunda,إِبْلِيْسْ,iblis
Sunda,أَبٰى,abā
Sunda,وَاسْتَكْبَرَ,wastakbara
Sunda,وَكَانَ,wakana
Sunda,الْكٰفِرِيْنَ,al-kāpirina
Sunda,نِيمْبَالَنْ,nimbalan
Sunda,ؼࣤرَا,gěra
Sunda,سَرُوجُدْ,sarujud
Sunda,بࣤرࣤكْ,běrěk
Sunda,إِبْلِيسْ,iblis
Sunda,مُوؼࣤنْ,mugěn
Sunda,أࣤمْبُوڠࣤنْ,ěmbuṅěn
Sunda,سُجُدْ,sujud
Sunda,سَرْتَ,sarta
Sunda,تَكَبُرْ,takabur
Sunda,لَنْتَرَنْ,lantaran
Sunda,مَانَيْهْنَا,manehna
Sunda,أَنْتَرَا,antara
Sunda,كٰفِرِيْنْ,kāpirin
Sunda,كَدُوَا,kadua
Sunda,حَالْ,ẖal
Sunda,سِتِيْ,siti
Sunda,حَوَاءْ,ẖawa`
Sunda,عَلَيْهَا,'alaiha
Sunda,الَّذِيْ,allaḋi
Sunda,خَلَقَكُمْ,ḵalaqakum
Sunda,نَفْسٍ,napsin
Sunda,وَّاحِدَةٍ,wwaẖidatin
Sunda,وَّجَعَلَ,wwaja'ala
Sunda,مِنْهَا,minha
Sunda,زَوْجَهَا,zaujaha
Sunda,لِيَسْكُنَ,liyaskuna
Sunda,إِلَيْهَا,ilaiha
Sunda,ۑَأَنْجࣤنَا,ñaanjěna
Sunda,جِيْوَا,jiwa
Sunda,تِدِيْۑَا,tidiña
Sunda,بُوْجُوْنَا,bujuna
Sunda,سُوْكَا,suka
Sunda,بُوڠَهْ,buṅah
Sunda,صلعم,ṣl'm
Sunda,إِنَّ,inna
Sunda,الْمَرْأَةَ,al-marata
Sunda,خُلِقَتْ,ḵuliqat
Sunda,ضِلْعٍ,ḏil'in
Sunda,أَعْوَجَ,a'waja
Sunda,الضَّلْعِ,aḏ-ḏal'i
Sunda,أَعْلَاهُ,a'lahu
Sunda,فَإِنْ,pain
Sunda,ذَهَبْتَ,ḋahabta
Sunda,تُقِيْمُهُ,tuqimuhu
Sunda,كَسَرْتَهُ,kasartahu
Sunda,تَرَكْتَهُ,taraktahu
Sunda,لَمْ,lam
Sunda,يَزَلْ,yazal
Sunda,فَاسْتَوْصُوْا,pastauṣu
Sunda,بِالنِّسَاءِ,bian-nisa`i
Sunda,أَرِيْ,ari
Sunda,إِسْتࣤرِيْ,istěri
Sunda,إِؼَا,iga
Sunda,بࣤڠْكَوڠْ,běṅkoṅ
Sunda,فَڠْبࣤڠْكَوڠْنَا,paṅběṅkoṅna
Sunda,يَأَيْتَ,yaeta
Sunda,تُوْلَڠْ,tulaṅ
Sunda,فَڠْلُوْهُرْنَا,paṅluhurna
Sunda,كُوْمَانَيْهْ,kumaneh
Sunda,لࣤمْفࣤڠْكࣤنْ,lěmpěṅkěn
Sunda,تࣤڠْتُوْ,těṅtu
Sunda,فَوْتَوڠْ,potoṅ
Sunda,أَنْتࣤفْ,antěp
Sunda,كِيْتُوْ,kitu
Sunda,نَا,na
Sunda,مِيْهَافَي,mihape
Sunda,سِيڠْ,siṅ
Sunda,هَرَادࣤي,haradě
Sunda,ۑَا,ña
Sunda,قَومْ,qom
Sunda,وَانِيْتَا,wanita
Sunda,تِلُوْ,tilu
Sunda,كࣤيڠࣤيڠْ,kěṅěṅ
Sunda,چُوْچُوْبَا,cucuba
Sunda,وَقُلْنَا,waqulna
Sunda,اٰدَمُ,ādamu
Sunda,اسْكُنْ,askun
Sunda,وَزَوْجُكَ,wazojuka
Sunda,الْجَنَّةَ,al-jannata
Sunda,وَكُلَا,wakula
Sunda,رَغَدًا,raġadan
Sunda,حَيْثُ,ẖaiṫu
Sunda,شِئْتُمَا,śi`tuma
Sunda,تَقْرَبَا,taqraba
Sunda,هٰذِهِ,hāḋihi
Sunda,الشَّجَرَةَ,aś-śajarata
Sunda,فَتَكُوْنَا,patakuna
Sunda,الظَّالِمِيْنَ,aẕ-ẕalimina
Sunda,سࣤكْ,sěk
Sunda,مَأَتُوْهْ,maatuh
Sunda,إِيࣤ,iyě
Sunda,سُوَرْؼَا,suwarga
Sunda,بَرࣤڠْ,barěṅ
Sunda,فَيكْ,pek
Sunda,دَالَهَرْ,dalahar
Sunda,كَدَاهَرَنْ,kadaharan
Sunda,سَكَاهَيَڠْ,sakahayaṅ
Sunda,تَافِيْ,tapi
Sunda,أَوْمَتْ,omat
Sunda,أُوْلَهْ,ulah
Sunda,وَانِيْ٢,wani2
Sunda,ڠَدࣤاكࣤتَنْ,ṅaděkětan
Sunda,بِسِيْ,bisi
Sunda,كَأَسُفْ,kaasup
Sunda,جَلْمَا,jalma
Sunda,دَرَوْلِمْ,darolim
Sunda,ڠَاؼُوْدَا,ṅaguda
Sunda,حَوَا,ẖawa
Sunda,هَلْ,hal
Sunda,أَدُلُّكَ,adulluka
Sunda,شَجَرَةِ,śajarati
Sunda,الْخُلْدِ,al-ḵuldi
Sunda,مُلْكٍلَا,mulkinla
Sunda,يُبْلٰى,yublā
Sunda,سَلِيْرَا,salira
Sunda,فَلَي,pale
Sunda,تُوْدُهْكࣤنْ,tuduhkěn
Sunda,خُلْدِ,ḵuldi
Sunda,كَرَوَاتَونْ,karawaton
Sunda,مُوْءَالْ,mu`al
Sunda,چَرَمْ,caram
Sunda,ڠَادࣤكࣤتَنْ,ṅaděkětan
Sunda,كُمَا,kuma
Sunda,رَبُّكُمَا,rabbukuma
Sunda,عَنْ,'an
Sunda,الشَّجَرَةِ,aś-śajarati
Sunda,أَنْ,an
Sunda,تَكُوْنَا,takuna
Sunda,مَلَكَيْنِ,malakeni
Sunda,أَوْ,o
Sunda,الْخَالِدِيْنَ,al-ḵalidina
Sunda,سَأࣤۑَنَا,saěñana
Sunda,أَرَنْدِيْكَ,arandika
Sunda,ۑَرَمْ,ñaram
Sunda,ڠَدࣤكࣤتَنْ,ṅaděkětan
Sunda,تُمࣤتࣤفْ,tumětěp
Sunda,سَفَافَؤَسْنَا,sapapaosna
Sunda,سَوَرْؼَا,sawarga
Sunda,وَقَاسَمَاهُمَا,waqasamahuma
Sunda,لَكُمَا,lakuma
Sunda,لَمِنَ,lamina
Sunda,النَّاصِحِيْنَ,an-naṣiẖina
Sunda,سُوْسُمْفَهَنْ,susumpahan
Sunda,سَئِيسْتَوْنَا,saistona
Sunda,مَاسِيْهَنْ,masihan
Sunda,نَصِيْحَةْ,naṣiẖat
Sunda,كَأَرَنْجࣤنْ,kaaranjěn
Sunda,فَدَلَّهُمَا,padallahuma
Sunda,بِغُرُوْرٍ,biġururin
Sunda,تُوْلُوْيْ,tului
Sunda,وُجُكَنْ,wujukan
Sunda,أَوْلَوْ٢,olo2
Sunda,ذَاقَا,ḋaqa
Sunda,بَدَتْ,badat
Sunda,لَهُمَا,lahuma
Sunda,سَوْآتُهُمَا,sauātuhuma
Sunda,طَفِقَا,ṯapiqa
Sunda,يَخْصِفَانِ,yaḵṣipani
Sunda,وَّرَقِ,wwaraqi
Sunda,الْجَنَّةِ,al-jannati
Sunda,مَرَانَيْهْنَا,maranehna
Sunda,ڠَاسَأَنْ,ṅasaan
Sunda,بُوَاهْ,buah
Sunda,بُوْلُچُنْ,bulucun
Sunda,وَيهْ,weh
Sunda,عَوْرَتْنَا,'auratna
Sunda,نࣤمْفࣤرَكْ,němpěrak
Sunda,بُوْرُ٢,buru2
Sunda,فَكُوْفِسْ,pakupis
Sunda,نُوْتُفَنْ,nutupan
Sunda,دَڠْدَوُنَنْ,daṅdawunan
Sunda,وَنَادَاهُمَا,wanadahuma
Sunda,رَبُّهُمَا,rabbuhuma
Sunda,أَنْهَكُمَا,anhakuma
Sunda,تِلْكُمَا,tilkuma
Sunda,وَأَقُلْ,waaqul
Sunda,الشَّيْطَانَ,aś-śeṯana
Sunda,عَدُوٌّ,'aduwwun
Sunda,مُّبِيْنٌ,mmubinun
Sunda,چُوْمࣤلُكْ,cuměluk
Sunda,أَفَنْ,apan
Sunda,ڠَالَرَڠْ,ṅalaraṅ
Sunda,أَرِيْلِڠَنْ,ariliṅan
Sunda,تَيْتَيْلَا,tetela
Sunda,مُوْسُوْهْ,musuh
Sunda,قَالَا,qala
Sunda,رَبَّنَا,rabbana
Sunda,ظَلَمْنَا,ẕalamna
Sunda,أَنْفُسَنَا,anpusana
Sunda,وَإِنْ,wain
Sunda,تَغْفِرْلَنَا,taġpirlana
Sunda,وَتَرْحَمْنَا,watarẖamna
Sunda,لَنَكُوْنَنَّ,lanakunanna
Sunda,الْخَاسِرِيْنَ,al-ḵasirina
Sunda,فَوْكْ,pok
Sunda,دُوَانَنَا,duanana
Sunda,ۑَرِيْتَا,ñarita
Sunda,دُوْهْ,duh
Sunda,سَيَكْتَوسْنَا,sayaktosna
Sunda,عَبْدِيْدُوَأَنْ,'abdiduwaan
Sunda,فَرَانْتَوْسْ,parantos
Sunda,رُمَؤُسْ,rumaus
Sunda,ڠَلَمْفَهْكࣤنْ,ṅalampahkěn
Sunda,أُوْفَمِيْ,upami
Sunda,كࣤرْسَا,kěrsa
Sunda,ڠَرَمْفُنْتࣤنْ,ṅarampuntěn
Sunda,مَفَرِيْنْ,maparin
Sunda,تَنْوَنْدَيْ,tanwande
Sunda,كَالࣤبࣤتْ,kalěbět
Sunda,رُوْؼِيْ,rugi
Sunda,بِطُوْا,biṯu
Sunda,بَعْضَكُمْ,ba'ḏakum
Sunda,لِبَعْضٍ,liba'ḏin
Sunda,مُسْتَقَرٌّ,mustaqarrun
Sunda,وَّ,wwa
Sunda,مَتَاعٌ,mata'un
Sunda,إِلَى,ila
Sunda,حِيْنٍ,ẖinin
Sunda,تِمْبَالَنْ,timbalan
Sunda,چِكْ,cik
Sunda,تَرُوْرُنْ,tarurun
Sunda,أࣤڠْكࣤيْ,ěṅkěi
Sunda,سَوَارَيهْ,sawareh
Sunda,مُوْسُهْ,musuh
Sunda,سَوَارَيهْنَا,sawarehna
Sunda,دࣤئِيْ,děi
Sunda,دِبُوْمِيْ,dibumi
Sunda,فِيْتࣤمْفَاتَنْ,pitěmpatan
Sunda,مَاتُهْ,matuh
Sunda,فَفَارِينْ,paparin
Sunda,كَاسࣤنَڠَانْ,kasěnaṅan
Sunda,نࣤفِيْ,něpi
Sunda,وَاتࣤسْ,watěs
Sunda,وَقْتُوْنَا,waqtuna
Sunda,تُوْرُنْكࣤنْ,turunkěn
Sunda,ڠࣤمْبَنْ,ṅěmban
Sunda,تُوْؼࣤسْ,tugěs
Sunda,خِلَافَةْ,ḵilapah
Sunda,وَهَبْ,wahab
Sunda,مُنَبِّهْ,munabbih
Sunda,مَفَارِينْ,maparin
Sunda,وَحْيُ,waẖyu
Sunda,ۑِمْفُوْلْكࣤنْ,ñimpulkěn
Sunda,عَالَمْ,'alam
Sunda,سَكُمْنَا,sakumna
Sunda,أَوْفَتْ,opat
Sunda,كَلِمَةْ,kalimat
Sunda,فَفَدَا,papada
Sunda,ۑَاأَيْتَ,ñaeta
Sunda,عِبَادَهْ,'ibadah
Sunda,مُشْرِكْ,muśrik
Sunda,رࣤيكْ,rěyk
Sunda,ڠَاوَلࣤسْ,ṅawalěs
Sunda,كَلَوَنْ,kalawan
Sunda,ؼَنْجَرَانْ,ganjaran
Sunda,دِفِكَاهَيَڠْ,dipikahayaṅ
Sunda,ڠَدُعَا,ṅadu'a
Sunda,ڠَإِيْجَابَةْ,ṅaijabah
Sunda,مِكَاچِنْتَ,mikacinta
Sunda,سَسَامَ,sasama
Sunda,أَوَكْ,awak
Sunda,سَوْرَڠَنْ,soraṅan
Sunda,سَفَرَنْتَوْسْنَا,saparantosna
Sunda,كࣤيْڠࣤيْڠْ,kěiṅěiṅ
Sunda,بࣤبࣤنْدَوْنْ,běběndon
Sunda,لَعْنَةْ,la'nat
Sunda,لَجࣤڠْ,lajěṅ
Sunda,أُنْجُوْكَنْ,unjukan
Sunda,فَأَنْظِرْنِيْ,paanẕirni
Sunda,يَوْمٍ,yomin
Sunda,يُبْعَثُوْنَ,yub'aṫuna
Sunda,مُوْؼِيْ,mugi
Sunda,مَفَارِيْنْ,maparin
Sunda,تَيْمْفُوْ,tempu
Sunda,عَبْدِيْدُوْؼِيْ,'abdidugi
Sunda,دِينْتࣤنْ,dintěn
Sunda,قِيَامَةْ,qiamat
Sunda,فَإِنَّكَ,painnaka
Sunda,الْمُنْظَرِيْنَ,al-munẕarina
Sunda,فِيْدَاوُهْ,pidawuh
Sunda,هَدࣤى,hadě
Sunda,تَيْمْفَوَانْ,tempawan
Sunda,يَوْمِ,yomi
Sunda,الْوَقْتِ,al-waqti
Sunda,الْمَعْلُوْمِ,al-ma'lumi
Sunda,مَڠْسَا,maṅsa
Sunda,فِنَسْتِيْ,pinasti
Sunda,بِمَا,bima
Sunda,أَغْوَيْتَنِيْ,aġwetani
Sunda,لَأُزَيِّنَنَّ,lauzayyinanna
Sunda,وَلَأُغْوِيَنَّهُمْ,walauġwiyannahum
Sunda,أَجْمَعِيْنَ,ajma'ina
Sunda,كُوْمَرْؼِيْ,kumargi
Sunda,مُوْتُسْكࣤنْ,mutuskěn
Sunda,عَبْدِيْسَاسَرْ,'abdisasar
Sunda,تَنْوَنْدَي,tanwande
Sunda,عَبْدِيْبَارِسْ,'abdibaris
Sunda,أَنَكْ,anak
Sunda,إِنْچُوْ,incu
Sunda,مَنْدَڠْ,mandaṅ
Sunda,دِدُنْيَا,didunya
Sunda,سَدَيَنَا,sadayana
Sunda,عَبْدِيْبَكَلْ,'abdibakal
Sunda,سَاسَرْكࣤنْ,sasarkěn
Sunda,عِبَادَكَ,'ibadaka
Sunda,مِنْهُمُ,minhumu
Sunda,الْمُخْلَصِيْنَ,al-muḵlaṣina
Sunda,ڠَادَوُهْ,ṅadawuh
Sunda,عِبَادِيْ,'ibadi
Sunda,لَيْسَ,lesa
Sunda,عَلَيْهِمْ,'alaihim
Sunda,سُلْطَانٌ,sulṯanun
Sunda,مَنِ,mani
Sunda,اتَّبَعَكَ,attaba'aka
Sunda,الْغَاوِيْنَ,al-ġawina
Sunda,مُڠْؼُوْهِيڠْ,muṅguhiṅ
Sunda,عَبْدِيْكَامِيْ,'abdikami
Sunda,بَوْؼَا,boga
Sunda,كَاكُوَاسَأَنْ,kakuasaan
Sunda,ڠࣤلِنْدِهْ,ṅělindih
Sunda,نُوْرُوْتْ,nurut
Sunda,كَامَانَيْهْ,kamaneh
Sunda,أَنْتَرَ,antara
Sunda,سَلَاسَرْ,salasar
Sunda,قَابِيْلْ,qabil
Sunda,هَابِيلْ,habil
Sunda,وَاتْلُ,watlu
Sunda,نَبَأَابْنَيْ,nabaaabne
Sunda,بِالْحَقِّ,bial-ẖaqqi
Sunda,قَرَّبَا,qarraba
Sunda,قُرْبَانًا,qurbanan
Sunda,بَچَاكࣤنْ,bacakěn
Sunda,قِصَهْ,qiṣah
Sunda,نُوْرُتْكࣤنْ,nurutkěn
Sunda,سَابࣤنࣤرْنَا,saběněrna
Sunda,ۑُمْفَوْنَنْ,ñumponan
Sunda,قُرْبَانْ,qurban
Sunda,كَاچَرِيُوسْكࣤنْ,kacariuskěn
Sunda,نَمْفِيْ,nampi
Sunda,فَرِينْتَهْ,parintah
Sunda,نِكَحْكࣤنْ,nikaẖkěn
Sunda,قَابِيلْ,qabil
Sunda,لَيُوْدَا,layuda
Sunda,إِقْلِيْمَا,iqlima
Sunda,سُوْكَئࣤنْ,sukaěn
Sunda,فَلَيْنَا,palaina
Sunda,نِكَاحْ,nikaẖ
Sunda,بَائࣤيْ,baěi
Sunda,سَؤُرْ,saur
Sunda,لَمُوْنْ,lamun
Sunda,مَنَيهْ,maneh
Sunda,تَمْفَا,tampa
Sunda,قُرْبَانَا,qurbana
Sunda,حَقْ,ẖaq
Sunda,تِكَاحْكࣤنْ,tikaẖkěn
Sunda,تَرِيْمَا,tarima
Sunda,قُرْبَنْنَا,qurbanna
Sunda,ڠُوْنࣤكْ,ṅuněk
Sunda,ڠَنْچَمْ,ṅancam
Sunda,فَوْكْنَا,pokna
Sunda,لَأَقْتُلَنَّكَ,laaqtulannaka
Sunda,أَوَسْ,awas
Sunda,فَائِيْهَنْ,paihan
Sunda,سِيْلَئِيڠْ,silaiṅ
Sunda,دَيْوَيْكْ,dewek
Sunda,جَوَابْنَا,jawabna
Sunda,إِنَّمَا,innama
Sunda,يَتَقَبَّلَ,yataqabbala
Sunda,مِنَالْمُتَّقِيْنَ,minalmuttaqina
Sunda,مُڠْ,muṅ
Sunda,تَقْوَى,taqwa
Sunda,وُڠْكُلْ,wuṅkul
Sunda,بَسَطْتَ,basaṯta
Sunda,إِلَيَّ,ilayya
Sunda,يَدَكَ,yadaka
Sunda,لِتَقْتُلَنِيْ,litaqtulani
Sunda,أَنَا,ana
Sunda,بِبَاسِطٍ,bibasiṯin
Sunda,يَّدَيَّ,yyadayya
Sunda,إِلَيْكَ,ilaika
Sunda,لِأَقْتُلَكَ,liaqtulaka
Sunda,أَخَافُ,aḵapu
Sunda,اللهَ,allāha
Sunda,رَبَّ,rabba
Sunda,أُفَمَا,upama
Sunda,أَنْجࣤنْ,anjěn
Sunda,ۑَوْلَوْ,ñolo
Sunda,ؼࣤرَوْڠْكࣤنْ,gěroṅkěn
Sunda,لࣤڠࣤنْ,lěṅěn
Sunda,مَائَيْهَنْ,maehan
Sunda,كُوْرِيْڠْ,kuriṅ
Sunda,مَوْءَلْ,mo`al
Sunda,سِئࣤنْ,siěn
Sunda,مُرْبَڠْ,murbaṅ
Sunda,أُرِيْدُ,uridu
Sunda,تَبُوْءَ,tabu`a
Sunda,بِإِثْمِيْ,biiṫmi
Sunda,وَإِثْمِكَ,waiṫmika
Sunda,فَتَكُوْنَ,patakuna
Sunda,أَصْحَابِ,aṣẖabi
Sunda,النَّارِ,an-nari
Sunda,وَذَلِكَ,waḋalika
Sunda,جَزَاءُ,jaza`u
Sunda,سَڠْكَنْ,saṅkan
Sunda,ۑَڠْكَا,ñaṅka
Sunda,سَوْرَاڠَنْ,soraṅan
Sunda,كُوْكِيْتُوْنَا,kukituna
Sunda,أَهْلِ,ahli
Sunda,وَاوَلࣤسْ,wawalěs
Sunda,دَرَوْلِيْمْ,darolim
Sunda,فَطَوَّعَتْ,paṯawwa'at
Sunda,نَفْسُهُ,napsuhu
Sunda,قَتْلَ,qatla
Sunda,أَخِيْهِ,aḵihi
Sunda,فَقَتَلَهُ,paqatalahu
Sunda,فَأَصْبَحَ,paaṣbaẖa
Sunda,نَفْسُنَا,napsuna
Sunda,ڠَاؼُوْؼُدَڮْ,ṅagugudag
Sunda,هَايَڠْ,hayaṅ
Sunda,دُوْلُرْنَا,dulurna
Sunda,فࣤرَكْ,pěrak
Sunda,فَائَيْهَنْ,paehan
Sunda,فَبَعَثَ,paba'aṫa
Sunda,غُرَابًا,ġuraban
Sunda,يَبْحَثُ,yabẖaṫu
Sunda,لِيُرِيَهُ,liyuriyahu
Sunda,كَيْفَ,kepa
Sunda,يُوَارِيْ,yuari
Sunda,سَوْأَةَ,sauata
Sunda,ڠُوْتُسْ,ṅutus
Sunda,ؼَاؼَكْ,gagak
Sunda,ڠَوَرَيْهَنْ,ṅawarehan
Sunda,تَانࣤهْ,taněh
Sunda,ۑَوْنْتَوْاَنْ,ñontoan
Sunda,كُوْمَهَا,kumaha
Sunda,كُوْدُنَا,kuduna
Sunda,ڠُوْبُرْ,ṅubur
Sunda,مَيِّتْ,mayyit
Sunda,وَيْلَتِيْ,welati
Sunda,أَعْجَزْتُ,a'jaztu
Sunda,أَكُوْنَ,akuna
Sunda,مِثْلَ,miṫla
Sunda,هَذَا,haḋa
Sunda,الْغُرَبِ,al-ġurabi
Sunda,فَأُوَارِيْ,pauari
Sunda,سَوْءَةَ,sau`ata
Sunda,أَخِيْ,aḵi
Sunda,النَّادِمِيْنَ,an-nadimina
Sunda,ۑَرِيْتَ,ñarita
Sunda,أࣤلࣤهْ,ělěh
Sunda,چِيْلَكَا,cilaka
Sunda,فࣤرَاكْوْ,pěrakw
Sunda,بِيْسَ,bisa
Sunda,نُوْرُتَنْ,nurutan
Sunda,دُوْلُرْ,dulur
Sunda,كࣤدُوْهُڠْ,kěduhuṅ
Sunda,تُوْرُنَنْ,turunan
Sunda,كَاچَرِيَوسْكࣤنْ,kacarioskěn
Sunda,فُوْفُسْ,pupus
Sunda,يُوسْوَانَا,yuswana
Sunda,رَاتُسْ,ratus
Sunda,ؼࣤنࣤفْ,gěněp
Sunda,فُوْلُهْ,puluh
